"Date","N225.Open","N225.High","N225.Low","N225.Close","N225.Volume","N225.Adjusted"
2009-12-30,10707.509766,10707.509766,10546.44043,10546.44043,141500000,10546.44043
2010-01-04,10609.339844,10694.490234,10608.139648,10654.790039,104400000,10654.790039
2010-01-05,10719.44043,10791.040039,10655.570313,10681.830078,166200000,10681.830078
2010-01-06,10709.549805,10768.610352,10661.169922,10731.450195,181800000,10731.450195
2010-01-07,10742.75,10774,10636.669922,10681.660156,182600000,10681.660156
2010-01-08,10743.299805,10816.450195,10677.55957,10798.320313,211800000,10798.320313
2010-01-12,10770.349609,10905.389648,10763.679688,10879.139648,192800000,10879.139648
2010-01-13,10795.480469,10866.620117,10729.860352,10735.030273,2.5e+08,10735.030273
2010-01-14,10778.070313,10909.94043,10774.25,10907.679688,267300000,10907.679688
2010-01-15,10917.410156,10982.099609,10878.830078,10982.099609,252900000,10982.099609
2010-01-18,10887.610352,10895.099609,10781.030273,10855.080078,186600000,10855.080078
2010-01-19,10866.830078,10866.830078,10749.469727,10764.900391,174700000,10764.900391
2010-01-20,10834.910156,10860.929688,10724.570313,10737.519531,146400000,10737.519531
2010-01-21,10704.790039,10886.639648,10649.839844,10868.410156,176900000,10868.410156
2010-01-22,10740.209961,10768.070313,10528.330078,10590.549805,187400000,10590.549805
2010-01-25,10478.30957,10557.639648,10414.580078,10512.69043,139800000,10512.69043
2010-01-26,10506.150391,10566.490234,10324.980469,10325.280273,175400000,10325.280273
2010-01-27,10344.070313,10373.820313,10252.080078,10252.080078,139500000,10252.080078
2010-01-28,10309.730469,10462.700195,10296.980469,10414.290039,1.68e+08,10414.290039
2010-01-29,10308.049805,10324.370117,10198.040039,10198.040039,156800000,10198.040039
2010-02-01,10212.360352,10224.830078,10129.910156,10205.019531,161900000,10205.019531
2010-02-02,10310.980469,10396.480469,10287.740234,10371.089844,1.42e+08,10371.089844
2010-02-03,10428.120117,10436.519531,10356.030273,10404.330078,154300000,10404.330078
2010-02-04,10434.519531,10438.410156,10279.570313,10355.980469,164500000,10355.980469
2010-02-05,10162.339844,10166.299805,10036.330078,10057.089844,1.72e+08,10057.089844
2010-02-08,10007.469727,10063.530273,9942.049805,9951.820313,137400000,9951.820313
2010-02-09,9876.610352,9956.790039,9867.389648,9932.900391,1.35e+08,9932.900391
2010-02-10,10024.259766,10049.870117,9963.990234,9963.990234,1.27e+08,9963.990234
2010-02-12,10085.349609,10099.459961,10014.5,10092.19043,1.36e+08,10092.19043
2010-02-15,10097.820313,10119.469727,10012.530273,10013.299805,97300000,10013.299805
2010-02-16,10044.530273,10062.269531,10019.429688,10034.25,8.7e+07,10034.25
2010-02-17,10161.719727,10306.830078,10150.240234,10306.830078,127100000,10306.830078
2010-02-18,10324.980469,10340.379883,10285.049805,10335.69043,111800000,10335.69043
2010-02-19,10334.400391,10354.419922,10123.580078,10123.580078,129500000,10123.580078
2010-02-22,10302.070313,10449.75,10298.150391,10400.469727,115400000,10400.469727
2010-02-23,10327.639648,10375.549805,10280.330078,10352.099609,121500000,10352.099609
2010-02-24,10205.150391,10243.200195,10129.650391,10198.830078,125200000,10198.830078
2010-02-25,10256.099609,10267.429688,10087.209961,10101.959961,128200000,10101.959961
2010-02-26,10107.080078,10171.219727,10085.129883,10126.030273,113200000,10126.030273
2010-03-01,10128.730469,10215.150391,10116.860352,10172.05957,108400000,10172.05957
2010-03-02,10199.19043,10238.959961,10150.299805,10221.839844,1.04e+08,10221.839844
2010-03-03,10193.950195,10274.089844,10186.679688,10253.139648,120600000,10253.139648
2010-03-04,10255.69043,10263.480469,10134.370117,10145.719727,126300000,10145.719727
2010-03-05,10254.610352,10376.410156,10254.610352,10368.959961,129900000,10368.959961
2010-03-08,10538.120117,10586.969727,10514.280273,10585.919922,140500000,10585.919922
2010-03-09,10567.320313,10593.269531,10542.80957,10567.650391,110100000,10567.650391
2010-03-10,10555.849609,10588.69043,10547.339844,10563.919922,104800000,10563.919922
2010-03-11,10627.990234,10664.950195,10588.860352,10664.950195,123800000,10664.950195
2010-03-12,10777.490234,10777.490234,10699.299805,10751.259766,206600000,10751.259766
2010-03-15,10802.110352,10808.839844,10708.969727,10751.980469,130700000,10751.980469
2010-03-16,10718.629883,10776.519531,10716.200195,10721.709961,106600000,10721.709961
2010-03-17,10789.240234,10864.299805,10761.889648,10846.980469,137700000,10846.980469
2010-03-18,10841.709961,10845.730469,10731.660156,10744.030273,130200000,10744.030273
2010-03-19,10785.879883,10826.759766,10775.570313,10824.719727,116300000,10824.719727
2010-03-23,10793.049805,10817.780273,10766.650391,10774.150391,112500000,10774.150391
2010-03-24,10829.360352,10880.620117,10769.179688,10815.030273,125500000,10815.030273
2010-03-25,10857.80957,10872.450195,10808.709961,10828.849609,123600000,10828.849609
2010-03-26,10895.290039,11001.589844,10889.330078,10996.370117,142200000,10996.370117
2010-03-29,10909.980469,10990.75,10901.200195,10986.469727,144700000,10986.469727
2010-03-30,11022.200195,11108.820313,11003.349609,11097.139648,153500000,11097.139648
2010-03-31,11138.719727,11147.620117,11085.549805,11089.94043,141700000,11089.94043
2010-04-01,11178.919922,11272.730469,11118.179688,11244.400391,166500000,11244.400391
2010-04-02,11274.179688,11313.980469,11235.980469,11286.089844,150100000,11286.089844
2010-04-05,11380.629883,11408.169922,11306.620117,11339.299805,117900000,11339.299805
2010-04-06,11350.700195,11358.450195,11217.25,11282.320313,1.38e+08,11282.320313
2010-04-07,11296.30957,11350.570313,11260.419922,11292.830078,167400000,11292.830078
2010-04-08,11179.669922,11232.360352,11159.450195,11168.200195,130200000,11168.200195
2010-04-09,11174.620117,11204.870117,11148.799805,11204.339844,148400000,11204.339844
2010-04-12,11300.790039,11351.549805,11248.570313,11251.900391,132500000,11251.900391
2010-04-13,11202.919922,11212.650391,11088.480469,11161.230469,144600000,11161.230469
2010-04-14,11213.459961,11270.200195,11161.009766,11204.900391,139400000,11204.900391
2010-04-15,11310.070313,11316.660156,11255.799805,11273.790039,156800000,11273.790039
2010-04-16,11230.530273,11230.530273,11084.719727,11102.179688,136800000,11102.179688
2010-04-19,10929.639648,10953.900391,10878.990234,10908.769531,133100000,10908.769531
2010-04-20,10960.110352,10999.570313,10890.820313,10900.679688,129600000,10900.679688
2010-04-21,11031.790039,11093.299805,11023.879883,11090.049805,1.53e+08,11090.049805
2010-04-22,10988.009766,10989.620117,10866.230469,10949.089844,144100000,10949.089844
2010-04-23,10930.900391,10967.120117,10865.919922,10914.459961,136800000,10914.459961
2010-04-26,11039.589844,11165.790039,11035.660156,11165.790039,134900000,11165.790039
2010-04-27,11109.259766,11213.450195,11108.719727,11212.660156,1.43e+08,11212.660156
2010-04-28,11005.509766,11008.879883,10882.400391,10924.790039,179300000,10924.790039
2010-04-30,11062.120117,11092.519531,11035.269531,11057.400391,156700000,11057.400391
2010-05-06,10847.900391,10847.900391,10682.610352,10695.69043,183800000,10695.69043
2010-05-07,10472.700195,10472.769531,10257.320313,10364.589844,227700000,10364.589844
2010-05-10,10399.049805,10540.519531,10362.339844,10530.700195,1.81e+08,10530.700195
2010-05-11,10643.240234,10643.280273,10392.469727,10411.099609,196900000,10411.099609
2010-05-12,10465.030273,10501.719727,10345.19043,10394.030273,189300000,10394.030273
2010-05-13,10542.769531,10638.230469,10535.94043,10620.549805,159600000,10620.549805
2010-05-14,10453.400391,10551.69043,10390.769531,10462.509766,189100000,10462.509766
2010-05-17,10329.370117,10331.870117,10158.299805,10235.759766,182400000,10235.759766
2010-05-18,10313.139648,10336.530273,10197.740234,10242.639648,160800000,10242.639648
2010-05-19,10087.330078,10186.839844,10041.929688,10186.839844,1.75e+08,10186.839844
2010-05-20,10121.849609,10161.700195,9999.589844,10030.30957,149700000,10030.30957
2010-05-21,9823.839844,9829.360352,9696.629883,9784.540039,1.95e+08,9784.540039
2010-05-24,9754.990234,9793.459961,9693.070313,9758.400391,164800000,9758.400391
2010-05-25,9632.139648,9642.599609,9432.089844,9459.889648,165300000,9459.889648
2010-05-26,9567.349609,9622.400391,9477.450195,9522.660156,188100000,9522.660156
2010-05-27,9419.299805,9642.160156,9395.290039,9639.719727,175100000,9639.719727
2010-05-28,9806.05957,9824.849609,9699.139648,9762.980469,164300000,9762.980469
2010-05-31,9735.469727,9831.730469,9728.419922,9768.700195,121400000,9768.700195
2010-06-01,9747.259766,9747.259766,9658.44043,9711.830078,110400000,9711.830078
2010-06-02,9604.450195,9763.410156,9560.160156,9603.240234,158400000,9603.240234
2010-06-03,9758.820313,9920.179688,9758.820313,9914.19043,142600000,9914.19043
2010-06-04,9909.240234,9962.419922,9868.089844,9901.19043,120300000,9901.19043
2010-06-07,9705.360352,9714.419922,9502.620117,9520.799805,148400000,9520.799805
2010-06-08,9448.790039,9587.650391,9434.80957,9537.94043,129600000,9537.94043
2010-06-09,9475.570313,9487.910156,9378.230469,9439.129883,141600000,9439.129883
2010-06-10,9476.780273,9544.040039,9437.469727,9542.650391,116500000,9542.650391
2010-06-11,9701.320313,9764.730469,9673.599609,9705.25,222400000,9705.25
2010-06-14,9824.929688,9882.049805,9819.950195,9879.849609,97300000,9879.849609
2010-06-15,9845.650391,9911.730469,9826.44043,9887.889648,101700000,9887.889648
2010-06-16,10043.099609,10109.860352,10033.240234,10067.150391,120300000,10067.150391
2010-06-17,10009.25,10053.450195,9989.209961,9999.400391,97600000,9999.400391
2010-06-18,10027.980469,10029.110352,9965.160156,9995.019531,98500000,9995.019531
2010-06-21,10109.269531,10251.900391,10109.269531,10238.009766,1.23e+08,10238.009766
2010-06-22,10131.910156,10183.889648,10105.480469,10112.889648,114900000,10112.889648
2010-06-23,9973,9975.009766,9912.799805,9923.700195,102600000,9923.700195
2010-06-24,9902.620117,10009.370117,9893.75,9928.339844,94900000,9928.339844
2010-06-25,9778.700195,9794.980469,9697.870117,9737.480469,129300000,9737.480469
2010-06-28,9758.910156,9762.230469,9679.169922,9693.94043,91600000,9693.94043
2010-06-29,9718.400391,9760.019531,9548.980469,9570.669922,106800000,9570.669922
2010-06-30,9396.450195,9420.139648,9347.070313,9382.639648,1.31e+08,9382.639648
2010-07-01,9296.860352,9297.450195,9147.679688,9191.599609,125400000,9191.599609
2010-07-02,9234.55957,9259.139648,9160.469727,9203.709961,115700000,9203.709961
2010-07-05,9230,9282.900391,9213.790039,9266.780273,100700000,9266.780273
2010-07-06,9158.280273,9351.110352,9091.700195,9338.040039,137400000,9338.040039
2010-07-07,9322.55957,9329.639648,9223.799805,9279.650391,120800000,9279.650391
2010-07-08,9462.820313,9545.990234,9456.19043,9535.740234,118200000,9535.740234
2010-07-09,9601.620117,9610.589844,9516.969727,9585.320313,125200000,9585.320313
2010-07-12,9540.469727,9632.889648,9533.55957,9548.110352,123600000,9548.110352
2010-07-13,9592.870117,9629.980469,9502.240234,9537.230469,149700000,9537.230469
2010-07-14,9707.5,9807.360352,9693.330078,9795.240234,193300000,9795.240234
2010-07-15,9701.139648,9726.94043,9667,9685.530273,115900000,9685.530273
2010-07-16,9600.879883,9636.839844,9392.209961,9408.360352,1.34e+08,9408.360352
2010-07-21,9404.070313,9404.070313,9230.839844,9278.830078,166600000,9278.830078
2010-07-22,9216.280273,9254.19043,9176.120117,9220.879883,229600000,9220.879883
2010-07-23,9380.120117,9474.110352,9367.299805,9430.959961,157500000,9430.959961
2010-07-26,9520.730469,9561.820313,9493.610352,9503.660156,90400000,9503.660156
2010-07-27,9512.669922,9541.589844,9487.650391,9496.849609,130700000,9496.849609
2010-07-28,9614.469727,9760.30957,9614.469727,9753.269531,148200000,9753.269531
2010-07-29,9653.509766,9732.759766,9648.969727,9696.019531,148200000,9696.019531
2010-07-30,9658.610352,9658.610352,9505.639648,9537.299805,166200000,9537.299805
2010-08-02,9574.639648,9676.410156,9548.860352,9570.30957,135600000,9570.30957
2010-08-03,9716.570313,9750.879883,9632.860352,9694.009766,138600000,9694.009766
2010-08-04,9606.820313,9613.129883,9474.669922,9489.339844,119300000,9489.339844
2010-08-05,9640.339844,9688.870117,9578.30957,9653.919922,128800000,9653.919922
2010-08-06,9560.650391,9658.040039,9545.410156,9642.120117,112100000,9642.120117
2010-08-09,9535.509766,9572.830078,9523.629883,9572.490234,87800000,9572.490234
2010-08-10,9629.969727,9667.040039,9505.339844,9551.049805,107100000,9551.049805
2010-08-11,9423.030273,9445.040039,9283.599609,9292.849609,111600000,9292.849609
2010-08-12,9125.490234,9212.589844,9065.94043,9212.589844,142300000,9212.589844
2010-08-13,9214.80957,9278.459961,9163.25,9253.459961,121800000,9253.459961
2010-08-16,9145.219727,9210.969727,9095.94043,9196.669922,9.7e+07,9196.669922
2010-08-17,9089.849609,9188.480469,9084.240234,9161.679688,91500000,9161.679688
2010-08-18,9261.5,9280.589844,9153.419922,9240.540039,118400000,9240.540039
2010-08-19,9242.839844,9362.679688,9242.839844,9362.679688,120200000,9362.679688
2010-08-20,9239.360352,9287.5,9169.169922,9179.379883,1.12e+08,9179.379883
2010-08-23,9147.240234,9171.419922,9090.959961,9116.69043,93600000,9116.69043
2010-08-24,9024.599609,9069.219727,8983.519531,8995.139648,111300000,8995.139648
2010-08-25,8904.44043,8949.410156,8807.410156,8845.389648,133900000,8845.389648
2010-08-26,8908.019531,8910.620117,8834.089844,8906.480469,104800000,8906.480469
2010-08-27,8811.469727,9021.75,8810.459961,8991.05957,127800000,8991.05957
2010-08-30,9141.450195,9280.700195,9117.870117,9149.259766,114400000,9149.259766
2010-08-31,8998.799805,9008.360352,8819.259766,8824.05957,121800000,8824.05957
2010-09-01,8833.320313,8932.150391,8796.450195,8927.019531,120100000,8927.019531
2010-09-02,9069.620117,9083.370117,8958.80957,9062.839844,119300000,9062.839844
2010-09-03,9097.589844,9141.089844,9050.830078,9114.129883,1.02e+08,9114.129883
2010-09-06,9199.990234,9303,9173.379883,9301.320313,106700000,9301.320313
2010-09-07,9232.019531,9311.019531,9206.80957,9226,1.18e+08,9226
2010-09-08,9098.860352,9105.889648,8997.629883,9024.599609,1.07e+08,9024.599609
2010-09-09,9120.540039,9136.259766,9069.929688,9098.389648,92800000,9098.389648
2010-09-10,9132.25,9291.5,9132.25,9239.169922,169800000,9239.169922
2010-09-13,9325.639648,9390.900391,9317.299805,9321.820313,108700000,9321.820313
2010-09-14,9319.5,9330.049805,9258.179688,9299.30957,117500000,9299.30957
2010-09-16,9613.889648,9620.900391,9479.629883,9509.5,142200000,9509.5
2010-09-17,9581.650391,9643.280273,9554.360352,9626.089844,122900000,9626.089844
2010-09-21,9700.879883,9704.25,9579.830078,9602.110352,109500000,9602.110352
2010-09-22,9563.200195,9625.410156,9546.820313,9566.320313,108900000,9566.320313
2010-09-24,9435.040039,9601.769531,9415.959961,9471.669922,146600000,9471.669922
2010-09-27,9557.370117,9613.469727,9539.120117,9603.139648,122500000,9603.139648
2010-09-28,9547.030273,9553.910156,9471.349609,9495.759766,97500000,9495.759766
2010-09-29,9530.049805,9600.929688,9502.339844,9559.379883,134700000,9559.379883
2010-09-30,9554.830078,9566.839844,9369.349609,9369.349609,145800000,9369.349609
2010-10-01,9440.519531,9470.360352,9358.620117,9404.230469,163200000,9404.230469
2010-10-04,9410.919922,9508.360352,9358.820313,9381.05957,161200000,9381.05957
2010-10-05,9337.429688,9538.349609,9332.19043,9518.759766,193800000,9518.759766
2010-10-06,9588.469727,9693.740234,9567,9691.429688,234300000,9691.429688
2010-10-07,9661.089844,9716.919922,9649.169922,9684.80957,171200000,9684.80957
2010-10-08,9675.589844,9675.589844,9588.879883,9588.879883,147900000,9588.879883
2010-10-12,9648.589844,9650.200195,9387.730469,9388.639648,140700000,9388.639648
2010-10-13,9473.780273,9510.19043,9393.519531,9403.509766,1.44e+08,9403.509766
2010-10-14,9515.169922,9614.44043,9481.509766,9583.509766,1.71e+08,9583.509766
2010-10-15,9551.209961,9553.570313,9478.639648,9500.25,143800000,9500.25
2010-10-18,9517.679688,9564.849609,9471.480469,9498.490234,104800000,9498.490234
2010-10-19,9490.089844,9575.139648,9489.679688,9539.450195,118500000,9539.450195
2010-10-20,9399.650391,9402.049805,9316.969727,9381.599609,138400000,9381.599609
2010-10-21,9443.950195,9479.25,9326.780273,9376.480469,131500000,9376.480469
2010-10-22,9404.089844,9457.620117,9390.139648,9426.709961,108500000,9426.709961
2010-10-25,9424.44043,9460.700195,9392.679688,9401.160156,9.8e+07,9401.160156
2010-10-26,9386.549805,9455.040039,9362.129883,9377.379883,107300000,9377.379883
2010-10-27,9436.009766,9453.790039,9329.860352,9387.030273,130200000,9387.030273
2010-10-28,9368.610352,9413.679688,9350.44043,9366.030273,146800000,9366.030273
2010-10-29,9327.25,9337.919922,9179.150391,9202.450195,166900000,9202.450195
2010-11-01,9166.849609,9258.320313,9134.469727,9154.719727,125400000,9154.719727
2010-11-02,9140.280273,9172.030273,9123.620117,9159.980469,115200000,9159.980469
2010-11-04,9282.790039,9377.759766,9276.709961,9358.780273,133100000,9358.780273
2010-11-05,9500.599609,9680.679688,9497.450195,9625.990234,160900000,9625.990234
2010-11-08,9699.790039,9737.009766,9677.870117,9732.919922,118200000,9732.919922
2010-11-09,9667.44043,9726.599609,9659.860352,9694.490234,122100000,9694.490234
2010-11-10,9748.610352,9842.900391,9747.030273,9830.519531,168800000,9830.519531
2010-11-11,9878.110352,9885.370117,9834.820313,9861.459961,139600000,9861.459961
2010-11-12,9810.299805,9851.419922,9724.80957,9724.80957,129400000,9724.80957
2010-11-15,9782.110352,9830.589844,9744.990234,9827.509766,128500000,9827.509766
2010-11-16,9892.820313,9908.299805,9774.120117,9797.099609,133300000,9797.099609
2010-11-17,9693.209961,9817.370117,9693.209961,9811.660156,112600000,9811.660156
2010-11-18,9820.599609,10013.629883,9798.55957,10013.629883,188900000,10013.629883
2010-11-19,10124.839844,10130.230469,10019.080078,10022.389648,160800000,10022.389648
2010-11-22,10133.480469,10157.969727,10091.990234,10115.19043,121800000,10115.19043
2010-11-24,9942.540039,10064.30957,9904.919922,10030.110352,150100000,10030.110352
2010-11-25,10117.849609,10123.269531,10038.790039,10079.759766,133800000,10079.759766
2010-11-26,10078.089844,10134.639648,10039.55957,10039.55957,115800000,10039.55957
2010-11-29,10075.660156,10149.94043,10044.009766,10125.990234,124800000,10125.990234
2010-11-30,10070.30957,10101.419922,9937.040039,9937.040039,153300000,9937.040039
2010-12-01,9939.799805,9988.049805,9918.549805,9988.049805,122600000,9988.049805
2010-12-02,10151.150391,10187.589844,10143.080078,10168.519531,131400000,10168.519531
2010-12-03,10231.780273,10254,10154.990234,10178.320313,107700000,10178.320313
2010-12-06,10175.230469,10179.820313,10143.580078,10167.230469,95300000,10167.230469
2010-12-07,10152.919922,10167.099609,10094.410156,10141.099609,114800000,10141.099609
2010-12-08,10200.160156,10258.900391,10184.320313,10232.330078,126600000,10232.330078
2010-12-09,10277.870117,10298.25,10240.110352,10285.879883,153400000,10285.879883
2010-12-10,10373.700195,10373.700195,10194.269531,10211.950195,240700000,10211.950195
2010-12-13,10212.519531,10293.889648,10199.730469,10293.889648,145300000,10293.889648
2010-12-14,10272.700195,10319.240234,10267.219727,10316.769531,170500000,10316.769531
2010-12-15,10338.139648,10340.69043,10282.849609,10309.780273,137400000,10309.780273
2010-12-16,10297.549805,10347.389648,10282.540039,10311.290039,140800000,10311.290039
2010-12-17,10307.169922,10327.419922,10280.799805,10303.830078,140400000,10303.830078
2010-12-20,10296.549805,10301.150391,10182.740234,10216.410156,113600000,10216.410156
2010-12-21,10277.139648,10372.509766,10266.290039,10370.530273,113300000,10370.530273
2010-12-22,10348.480469,10394.219727,10327.599609,10346.480469,142100000,10346.480469
2010-12-24,10275.969727,10290.889648,10264.05957,10279.19043,86200000,10279.19043
2010-12-27,10292.839844,10376.910156,10292.839844,10355.990234,83100000,10355.990234
2010-12-28,10330.009766,10340.839844,10292.629883,10292.629883,77900000,10292.629883
2010-12-29,10282.839844,10344.540039,10276.610352,10344.540039,87600000,10344.540039
2010-12-30,10303.129883,10315.469727,10209.929688,10228.919922,107800000,10228.919922
2011-01-04,10352.19043,10409.169922,10321.280273,10398.099609,114100000,10398.099609
2011-01-05,10387.950195,10413.450195,10358.009766,10380.769531,114600000,10380.769531
2011-01-06,10477.519531,10530.110352,10477.519531,10529.759766,1.66e+08,10529.759766
2011-01-07,10506.719727,10550.709961,10503.019531,10541.040039,161800000,10541.040039
2011-01-11,10484.620117,10538.389648,10476.290039,10510.679688,138500000,10510.679688
2011-01-12,10562.280273,10576.509766,10502.959961,10512.799805,170700000,10512.799805
2011-01-13,10593.459961,10620.570313,10565.280273,10589.759766,160900000,10589.759766
2011-01-14,10502.769531,10579.969727,10497.259766,10499.040039,170900000,10499.040039
2011-01-17,10562.089844,10562.389648,10482.69043,10502.860352,126700000,10502.860352
2011-01-18,10461.040039,10548.209961,10456.709961,10518.980469,126400000,10518.980469
2011-01-19,10567.879883,10580.679688,10534.019531,10557.099609,138600000,10557.099609
2011-01-20,10492.320313,10505.629883,10421.830078,10437.30957,132900000,10437.30957
2011-01-21,10459.040039,10461.070313,10257.990234,10274.519531,183900000,10274.519531
2011-01-24,10318.599609,10347.94043,10278.80957,10345.110352,134100000,10345.110352
2011-01-25,10374.639648,10480.240234,10355.799805,10464.419922,142900000,10464.419922
2011-01-26,10410.290039,10440.349609,10392.459961,10401.900391,1.11e+08,10401.900391
2011-01-27,10466.339844,10496.400391,10421.75,10478.660156,145300000,10478.660156
2011-01-28,10460.290039,10480.080078,10332.650391,10360.339844,150700000,10360.339844
2011-01-31,10219.980469,10265.959961,10182.570313,10237.919922,1.46e+08,10237.919922
2011-02-01,10281.549805,10299.379883,10245.75,10274.5,1.49e+08,10274.5
2011-02-02,10368.480469,10479.75,10366.959961,10457.360352,180500000,10457.360352
2011-02-03,10424.679688,10450.459961,10409.839844,10431.360352,150700000,10431.360352
2011-02-04,10526.389648,10580.360352,10524.129883,10543.519531,200300000,10543.519531
2011-02-07,10641.299805,10644.209961,10572.719727,10592.040039,162300000,10592.040039
2011-02-08,10645.030273,10648.799805,10623.700195,10635.980469,150400000,10635.980469
2011-02-09,10686.719727,10701.919922,10599.5,10617.830078,1.65e+08,10617.830078
2011-02-10,10574.799805,10631.94043,10570.620117,10605.650391,145600000,10605.650391
2011-02-14,10689.650391,10725.540039,10674.44043,10725.540039,140600000,10725.540039
2011-02-15,10738.80957,10760.990234,10712.490234,10746.669922,142700000,10746.669922
2011-02-16,10758.860352,10842.30957,10752.610352,10808.290039,189100000,10808.290039
2011-02-17,10882.910156,10891.599609,10820.480469,10836.639648,173700000,10836.639648
2011-02-18,10829.150391,10862.429688,10810.120117,10842.799805,151300000,10842.799805
2011-02-21,10820.780273,10859.389648,10789.410156,10857.530273,136400000,10857.530273
2011-02-22,10745.519531,10761.219727,10639.780273,10664.700195,178900000,10664.700195
2011-02-23,10588.820313,10666.719727,10569.929688,10579.099609,182300000,10579.099609
2011-02-24,10533.200195,10542.700195,10428.379883,10452.709961,184900000,10452.709961
2011-02-25,10475.780273,10532.209961,10454.459961,10526.759766,154700000,10526.759766
2011-02-28,10504.540039,10628.759766,10448.830078,10624.089844,186600000,10624.089844
2011-03-01,10676.240234,10754.030273,10672.910156,10754.030273,156400000,10754.030273
2011-03-02,10609.280273,10629.5,10492.379883,10492.379883,153300000,10492.379883
2011-03-03,10529.769531,10593.339844,10522.400391,10586.019531,122400000,10586.019531
2011-03-04,10730.910156,10768.429688,10664.370117,10693.660156,148300000,10693.660156
2011-03-07,10626.969727,10626.969727,10472.509766,10505.019531,149400000,10505.019531
2011-03-08,10513.080078,10565.099609,10509.230469,10525.19043,150300000,10525.19043
2011-03-09,10607.230469,10662.070313,10563.820313,10589.5,1.31e+08,10589.5
2011-03-10,10544.129883,10549.169922,10410.099609,10434.379883,1.31e+08,10434.379883
2011-03-11,10298.639648,10378.549805,10254.429688,10254.429688,2.36e+08,10254.429688
2011-03-14,10044.169922,10049.919922,9578.650391,9620.490234,349800000,9620.490234
2011-03-15,9441.660156,9441.660156,8227.629883,8605.150391,415700000,8605.150391
2011-03-16,8767.200195,9168.509766,8763.950195,9093.719727,372100000,9093.719727
2011-03-17,8913.349609,9093.610352,8639.55957,8962.669922,312100000,8962.669922
2011-03-18,9083.950195,9275.599609,9073.25,9206.75,245400000,9206.75
2011-03-22,9403.049805,9625.030273,9395.849609,9608.320313,252600000,9608.320313
2011-03-23,9590.379883,9592.400391,9387.950195,9449.469727,265100000,9449.469727
2011-03-24,9479.769531,9509.849609,9418.709961,9435.009766,200100000,9435.009766
2011-03-25,9565.490234,9569.709961,9469.370117,9536.129883,203700000,9536.129883
2011-03-28,9541.759766,9541.759766,9405.200195,9478.530273,192700000,9478.530273
2011-03-29,9348.599609,9502.230469,9317.379883,9459.080078,200600000,9459.080078
2011-03-30,9489.509766,9708.790039,9479.030273,9708.790039,217100000,9708.790039
2011-03-31,9765.280273,9765.80957,9658.639648,9755.099609,187100000,9755.099609
2011-04-01,9757.280273,9822.05957,9698.599609,9708.389648,191500000,9708.389648
2011-04-04,9773.910156,9808.599609,9718.889648,9718.889648,171800000,9718.889648
2011-04-05,9732.259766,9732.259766,9566.049805,9615.549805,182900000,9615.549805
2011-04-06,9668.110352,9671.459961,9562.160156,9584.370117,203300000,9584.370117
2011-04-07,9652.650391,9687.179688,9578.469727,9590.929688,165400000,9590.929688
2011-04-08,9586.169922,9804.280273,9536.679688,9768.080078,2.15e+08,9768.080078
2011-04-11,9731.320313,9775.599609,9700.75,9719.700195,147500000,9719.700195
2011-04-12,9603.5,9603.639648,9513.269531,9555.259766,1.69e+08,9555.259766
2011-04-13,9516.5,9655.830078,9516.5,9641.179688,157400000,9641.179688
2011-04-14,9579.790039,9676.969727,9553.75,9653.919922,153100000,9653.919922
2011-04-15,9646.219727,9651.959961,9577.959961,9591.519531,147900000,9591.519531
2011-04-18,9593.410156,9608.919922,9539.030273,9556.650391,110100000,9556.650391
2011-04-19,9448.650391,9478.870117,9405.19043,9441.030273,131500000,9441.030273
2011-04-20,9536.790039,9631,9519.360352,9606.820313,125900000,9606.820313
2011-04-21,9686.269531,9725.120117,9643.919922,9685.769531,1.18e+08,9685.769531
2011-04-22,9623,9732.629883,9611.379883,9682.209961,126200000,9682.209961
2011-04-25,9705.900391,9748.400391,9657.240234,9671.959961,100600000,9671.959961
2011-04-26,9627.429688,9627.429688,9536.509766,9558.69043,100300000,9558.69043
2011-04-27,9631.530273,9728.030273,9630.370117,9691.839844,115900000,9691.839844
2011-04-28,9749.360352,9849.740234,9712.580078,9849.740234,158100000,9849.740234
2011-05-02,9964.389648,10017.469727,9936.269531,10004.200195,127800000,10004.200195
2011-05-06,9851.150391,9876.099609,9782.660156,9859.200195,132400000,9859.200195
2011-05-09,9881.669922,9897.879883,9776.740234,9794.379883,110700000,9794.379883
2011-05-10,9804.269531,9853.129883,9755.929688,9818.759766,131900000,9818.759766
2011-05-11,9912.480469,9929.040039,9842.669922,9864.259766,141700000,9864.259766
2011-05-12,9770.709961,9836.709961,9716.650391,9716.650391,144900000,9716.650391
2011-05-13,9751.450195,9751.450195,9552.929688,9648.769531,212600000,9648.769531
2011-05-16,9571.129883,9598.330078,9552.860352,9558.299805,126100000,9558.299805
2011-05-17,9513.5,9593.129883,9502.389648,9567.019531,1.36e+08,9567.019531
2011-05-18,9602.879883,9693.599609,9590.400391,9662.080078,132800000,9662.080078
2011-05-19,9711.320313,9731.120117,9600.80957,9620.820313,117200000,9620.820313
2011-05-20,9612.870117,9670.919922,9600.480469,9607.080078,120800000,9607.080078
2011-05-23,9547.860352,9547.860352,9437.870117,9460.629883,131500000,9460.629883
2011-05-24,9406.040039,9490.349609,9406.040039,9477.169922,115900000,9477.169922
2011-05-25,9492.429688,9503.769531,9415.330078,9422.879883,116700000,9422.879883
